areacb_t_get_next_area,_areacb_t_get_next_area@8,50,,
areacb_t_get_prev_area,_areacb_t_get_prev_area@8,51,,
areacb_t_getn_area,_areacb_t_getn_area@8,48,,
areacb_t_kill,_areacb_t_kill@4,569,,
areacb_t_link,_areacb_t_link@16,522,,
areacb_t_make_hole,_areacb_t_make_hole@16,208,,
areacb_t_may_end_at,_areacb_t_may_end_at@12,911,,
areacb_t_may_start_at,_areacb_t_may_start_at@12,912,,
areacb_t_move_areas,_areacb_t_move_areas@24,815,,
areacb_t_prepare_to_create,_areacb_t_prepare_to_create@12,336,,
areacb_t_resize_areas,_areacb_t_resize_areas@12,816,,
areacb_t_save,_areacb_t_save@4,371,,
areacb_t_set_area_cmt,_areacb_t_set_area_cmt@16,963,,
areacb_t_set_end,_areacb_t_set_end@12,143,,
areacb_t_set_start,_areacb_t_set_start@12,997,,
areacb_t_terminate,_areacb_t_terminate@4,342,,
areacb_t_update,_areacb_t_update@8,335,,
areacb_t_zero,_areacb_t_zero@4,678,,
asctoreal,_asctoreal@8,532,,
ash,_ash,476,DATA,
ask_selector,_ask_selector@4,786,,
atob32,_atob32@8,7,,
atob64,_atob64@8,16,,
atoea,_atoea@8,42,,
atos,_atos@8,872,,
autoCancel,_autoCancel@8,546,,
autoEnabled,_autoEnabled,119,DATA,
autoGetName,_autoGetName@4,266,,
autoIsOk,_autoIsOk@0,526,,
autoStep,_autoStep@0,697,,
autoUnmark,_autoUnmark@12,530,,
autoWait,_autoWait@0,948,,
auto_apply_type,_auto_apply_type@8,312,,
auto_get,_auto_get@12,923,,
auto_mark_range,_auto_mark_range@12,181,,
auto_state,_auto_state,347,DATA,
b2a32,_b2a32@20,5,,
b2a64,_b2a64@24,14,,
b2a_width,_b2a_width@8,493,,
back_char,_back_char@4,719,,
base2file,_base2file@16,188,,
batch,_batch,471,DATA,
bin_search,_bin_search@28,470,,
btoa128,_btoa128@28,18,,
btoa32,_btoa32@16,6,,
btoa64,_btoa64@20,15,,
btoa_width,_btoa_width@12,494,,
build_funcarg_arrays,_build_funcarg_arrays@28,909,,
build_loaders_list,_build_loaders_list@4,1008,,
build_stkvar_name,_build_stkvar_name@16,243,,
calc_bare_name,_calc_bare_name@16,227,,
calc_bg_color,_calc_bg_color@4,772,,
calc_crc32,_calc_crc32@12,8,,
calc_def_align,_calc_def_align@12,631,,
calc_file_crc32,_calc_file_crc32@4,9,,
calc_idasgn_state,_calc_idasgn_state@4,346,,
calc_max_align,_calc_max_align@4,633,,
calc_max_item_end,_calc_max_item_end@8,141,,
calc_min_align,_calc_min_align@4,632,,
calc_names_cmts,_calc_names_cmts@24,902,,
calc_prefix_color,_calc_prefix_color@4,776,,
calc_probable_base_by_value,_calc_probable_base_by_value@8,363,,
calc_reference_basevalue,_calc_reference_basevalue@16,364,,
calc_reference_target,_calc_reference_target@12,925,,
calc_stkvar_struc_offset,_calc_stkvar_struc_offset@12,931,,
calcexpr,_calcexpr@20,796,,
calcexpr_long,_calcexpr_long@20,457,,
call_system,_call_system@4,583,,
callui,_callui,509,DATA,
can_be_off32,_can_be_off32@4,10,,
can_define_item,_can_define_item@12,581,,
change_segment_status,_change_segment_status@8,908,,
checkdspace,_checkdspace@4,162,,
choose_ioport_device,_choose_ioport_device@16,164,,
choose_named_type,_choose_named_type@16,289,,
chunksize,_chunksize@4,389,,
chunkstart,_chunkstart@4,998,,
clear_func_struct,_clear_func_struct@4,917,,
close_linput,_close_linput@4,1033,,
closing_comment,_closing_comment@0,977,,
clrFlbits,_clrFlbits@8,897,,
clr_abits,_clr_abits@8,895,,
clr_lzero,_clr_lzero@8,680,,
cmd,_cmd,130,DATA,
cmparg,_cmparg@40,467,,
codeSeg,_codeSeg@8,438,,
command_line_file,_command_line_file,190,DATA,
construct_macro,_construct_macro@8,677,,
contains_fixups,_contains_fixups@8,874,,
create_filename_cmt,_create_filename_cmt@0,966,,
create_flow_chart,_create_flow_chart@4,993,,
create_lexer,_create_lexer@12,763,,
create_xrefs_from,_create_xrefs_from@4,601,,
curloc_get,_curloc_get@8,921,,
curloc_jump,_curloc_jump@8,701,,
curloc_jump_push,_curloc_jump_push@24,479,,
curloc_linkTo,_curloc_linkTo@8,693,,
curloc_mark,_curloc_mark@16,527,,
curloc_markdesc,_curloc_markdesc@16,98,,
curloc_markedpos,_curloc_markedpos@8,870,,
curloc_pop,_curloc_pop@8,707,,
dataSeg,_dataSeg@0,436,,
dataSeg_op,_dataSeg_op@4,704,,
dataSeg_opreg,_dataSeg_opreg@8,434,,
database_flags,_database_flags,849,DATA,
database_idb,_database_idb,67,DATA,
dbg,_dbg,431,DATA,
debug,_debug,468,DATA,
decode_prev_insn,_decode_prev_insn@4,663,,
delValue,_delValue@4,367,,
del_aflags,_del_aflags@4,850,,
del_const,_del_const@16,1021,,
del_cref,_del_cref@12,400,,
del_debug_names,_del_debug_names@8,829,,
del_dref,_del_dref@8,403,,
del_enum,_del_enum@4,615,,
del_frame,_del_frame@4,269,,
del_func,_del_func@4,81,,
del_idasgn,_del_idasgn@4,638,,
del_item_color,_del_item_color@4,773,,
del_named_type,_del_named_type@12,290,,
del_refinfo,_del_refinfo@8,673,,
del_regvar,_del_regvar@16,731,,
del_segm,_del_segm@8,589,,
del_selector,_del_selector@4,787,,
del_source_linnum,_del_source_linnum@4,620,,
del_sourcefile,_del_sourcefile@4,198,,
del_stkpnt,_del_stkpnt@8,985,,
del_stroff_path,_del_stroff_path@8,482,,
del_struc,_del_struc@4,105,,
del_struc_member,_del_struc_member@8,744,,
del_struc_members,_del_struc_members@12,880,,
del_til,_del_til@4,561,,
delete_all_xrefs_from,_delete_all_xrefs_from@8,602,,
delete_unreferenced_stkvars,_delete_unreferenced_stkvars@4,879,,
delete_wrong_stkvar_ops,_delete_wrong_stkvar_ops@4,873,,
demangle,_demangle@16,187,,
demangle_name,_demangle_name@16,224,,
describex,_describex@20,1079,,
destroy_lexer,_destroy_lexer@4,764,,
display_complex_call_chart,_display_complex_call_chart@24,992,,
display_flow_graph,_display_flow_graph@20,475,,
display_gdl,_display_gdl@4,545,,
display_simple_call_chart,_display_simple_call_chart@12,991,,
do16bit,_do16bit@8,952,,
doAlign,_doAlign@12,634,,
doImmd,_doImmd@4,131,,
doVar,_doVar@8,738,,
do_data_ex,_do_data_ex@16,1072,,
do_name_anyway,_do_name_anyway@12,1091,,
do_unknown,_do_unknown@8,668,,
do_unknown_range,_do_unknown_range@12,182,,
dosysfile,_dosysfile@8,205,,
dto,_dto,692,DATA,
dto_copy_from_inf,_dto_copy_from_inf@8,417,,
dto_copy_to_inf,_dto_copy_to_inf@8,418,,
dto_init,_dto_init@8,958,,
ea2str,_ea2str@12,805,,
eadd,_eadd@16,117,,
echsize,_echsize@8,387,,
eclose,_eclose@4,331,,
ecmp,_ecmp@8,698,,
ecreate,_ecreate@4,338,,
ecreateT,_ecreateT@4,942,,
ediv,_ediv@12,1059,,
eetol,_eetol@12,572,,
efilelength,_efilelength@4,496,,
eldexp,_eldexp@12,715,,
eltoe,_eltoe@8,286,,
emdnorm,_emdnorm@20,609,,
emovi,_emovi@8,510,,
emovo,_emovo@8,696,,
emul,_emul@12,574,,
entab,_entab@4,62,,
enumerate_files,_enumerate_files@24,828,,
enumerate_segments_with_selector,_enumerate_segments_with_selector@12,785,,
enumerate_selectors,_enumerate_selectors@4,883,,
enumplace_t__adjust,_enumplace_t__adjust@8,1028,,
enumplace_t__beginning,_enumplace_t__beginning@8,446,,
enumplace_t__clone,_enumplace_t__clone@4,284,,
enumplace_t__compare,_enumplace_t__compare@8,319,,
enumplace_t__copyfrom,_enumplace_t__copyfrom@8,606,,
enumplace_t__ending,_enumplace_t__ending@8,442,,
enumplace_t__generate,_enumplace_t__generate@28,344,,
enumplace_t__makeplace,_enumplace_t__makeplace@16,160,,
enumplace_t__next,_enumplace_t__next@8,1041,,
enumplace_t__prev,_enumplace_t__prev@8,1053,,
enumplace_t__print,_enumplace_t__print@16,983,,
enumplace_t__touval,_enumplace_t__touval@8,540,,
enums,_enums,860,DATA,
equal_bytes,_equal_bytes@20,838,,
equal_types,_equal_types@12,836,,
eread,_eread@12,110,,
errorexit,_errorexit,960,DATA,
eseek,_eseek@8,518,,
eshift,_eshift@8,944,,
ewrite,_ewrite@12,348,,
execute,_execute@4,351,,
expand_struc,_expand_struc@16,103,,
extract_func_ret_type,_extract_func_ret_type@12,307,,
extract_name,_extract_name@16,248,,
extract_pstr,_extract_pstr@12,812,,
file2base,_file2base@20,323,,
find_binary,_find_binary@20,1099,,
find_byte,_find_byte@16,354,,
find_byter,_find_byter@16,762,,
find_code,_find_code@8,170,,
find_data,_find_data@8,58,,
find_defined,_find_defined@8,121,,
find_error,_find_error@12,777,,
find_free_selector,_find_free_selector@0,783,,
find_func_bounds,_find_func_bounds@12,825,,
find_imm,_find_imm@16,591,,
find_ioport,_find_ioport@12,1003,,
find_ioport_bit,_find_ioport_bit@16,956,,
find_not_func,_find_not_func@8,84,,
find_notype,_find_notype@12,316,,
find_regvar,_find_regvar@20,729,,
find_selector,_find_selector@4,782,,
find_text,_find_text@20,1045,,
find_unknown,_find_unknown@8,667,,
find_void,_find_void@12,126,,
finish_makeline,_finish_makeline@4,277,,
first_named_type,_first_named_type@8,293,,
fixup_node,_fixup_node,174,DATA,
flush_buffers,_flush_buffers@0,881,,
fopenA,_fopenA@4,55,,
fopenM,_fopenM@4,594,,
fopenRB,_fopenRB@4,72,,
fopenRT,_fopenRT@4,1002,,
fopenWB,_fopenWB@4,73,,
fopenWT,_fopenWT@4,1036,,
foreach_strmem,_foreach_strmem@24,578,,
freadbytes,_freadbytes@16,843,,
free_dll,_free_dll@4,564,,
free_funcarg_arrays,_free_funcarg_arrays@12,910,,
free_idasgn,_free_idasgn@4,637,,
free_ioports,_free_ioports@8,906,,
free_loaders_list,_free_loaders_list@4,1009,,
free_til,_free_til@4,559,,
freechunk,_freechunk@12,523,,
func_does_return,_func_does_return@4,657,,
func_item_iterator_decode_prev_insn,_func_item_iterator_decode_prev_insn@4,664,,
func_item_iterator_next,_func_item_iterator_next@12,1044,,
func_item_iterator_prev,_func_item_iterator_prev@12,1056,,
func_parent_iterator_set,_func_parent_iterator_set@8,930,,
func_setend,_func_setend@8,144,,
func_setstart,_func_setstart@8,999,,
func_tail_iterator_set,_func_tail_iterator_set@12,929,,
funcs,_funcs,820,DATA,
fwritebytes,_fwritebytes@16,846,,
gen_abssym,_gen_abssym@8,626,,
gen_colored_cmt_line_v,_gen_colored_cmt_line_v@12,1049,,
gen_comvar,_gen_comvar@8,737,,
gen_decorate_name,_gen_decorate_name@28,229,,
gen_exe_file,_gen_exe_file@4,191,,
gen_extern,_gen_extern@8,656,,
gen_file,_gen_file@20,193,,
gen_fix_fixups,_gen_fix_fixups@12,875,,
gen_gdl,_gen_gdl@8,544,,
gen_name_decl,_gen_name_decl@8,542,,
gen_spcdef,_gen_spcdef@8,395,,
gen_use_arg_types,_gen_use_arg_types@48,835,,
generate_big_comment,_generate_big_comment@8,976,,
generate_disasm_line,_generate_disasm_line@16,273,,
generate_disassembly,_generate_disassembly@20,1094,,
generate_many_lines,_generate_many_lines@8,832,,
getDefaultRadix,_getDefaultRadix@0,1084,,
getRadix,_getRadix@8,1083,,
getRadixEA,_getRadixEA@8,54,,
getSR,_getSR@8,799,,
get_16bit,_get_16bit@4,951,,
get_32bit,_get_32bit@4,949,,
get_3byte,_get_3byte@4,352,,
get_64bit,_get_64bit@4,950,,
get_8bit,_get_8bit@12,953,,
get_aflags,_get_aflags@4,851,,
get_ascii_contents,_get_ascii_contents@20,903,,
get_basic_file_type,_get_basic_file_type@4,297,,
get_best_fit_member,_get_best_fit_member@8,748,,
get_byte,_get_byte@4,358,,
get_cmt,_get_cmt@16,972,,
get_colored_demangled_name,_get_colored_demangled_name@28,216,,
get_colored_name,_get_colored_name@16,219,,
get_compiler_name,_get_compiler_name@4,247,,
get_const,_get_const@16,1022,,
get_const_by_name,_get_const_by_name@4,256,,
get_current_idasgn,_get_current_idasgn@0,639,,
get_da,_get_da@12,30,,
get_data_type_size,_get_data_type_size@8,377,,
get_data_value,_get_data_value@12,361,,
get_de,_get_de@8,167,,
get_debug_name,_get_debug_name@16,234,,
get_debug_name_ea,_get_debug_name_ea@4,36,,
get_debugger_plugins,_get_debugger_plugins@4,862,,
get_default_reftype,_get_default_reftype@4,313,,
get_demangled_name,_get_demangled_name@28,217,,
get_dt,_get_dt@4,919,,
get_dtyp_by_size,_get_dtyp_by_size@4,384,,
get_dtyp_flag,_get_dtyp_flag@4,426,,
get_dtyp_size,_get_dtyp_size@4,380,,
get_entry,_get_entry@4,1102,,
get_entry_name,_get_entry_name@12,258,,
get_entry_ordinal,_get_entry_ordinal@4,533,,
get_entry_qty,_get_entry_qty@0,1111,,
get_enum,_get_enum@4,617,,
get_enum_id,_get_enum_id@12,124,,
get_file_ext,_get_file_ext@4,1037,,
get_file_type_name,_get_file_type_name@8,226,,
get_fileregion_ea,_get_fileregion_ea@4,39,,
get_fileregion_offset,_get_fileregion_offset@4,932,,
get_first_const,_get_first_const@8,1024,,
get_first_cref_from,_get_first_cref_from@4,595,,
get_first_cref_to,_get_first_cref_to@4,683,,
get_first_dref_from,_get_first_dref_from@4,599,,
get_first_dref_to,_get_first_dref_to@4,687,,
get_first_fcref_from,_get_first_fcref_from@4,597,,
get_first_fcref_to,_get_first_fcref_to@4,685,,
get_first_serial_const,_get_first_serial_const@16,1018,,
get_first_struc_idx,_get_first_struc_idx@0,1065,,
get_fixup_base,_get_fixup_base@8,326,,
get_fixup_desc,_get_fixup_desc@16,97,,
get_flags_ex,_get_flags_ex@8,1077,,
get_forced_operand,_get_forced_operand@16,134,,
get_frame,_get_frame@4,270,,
get_frame_retsize,_get_frame_retsize@4,393,,
get_frame_size,_get_frame_size@4,375,,
get_full_byte,_get_full_byte@4,357,,
get_full_long,_get_full_long@4,456,,
get_full_word,_get_full_word@4,151,,
get_func,_get_func@4,83,,
get_func_bitness,_get_func_bitness@4,888,,
get_func_chunknum,_get_func_chunknum@8,619,,
get_func_limits,_get_func_limits@8,901,,
get_func_name,_get_func_name@12,214,,
get_func_num,_get_func_num@4,612,,
get_func_qty,_get_func_qty@0,1106,,
get_group_selector,_get_group_selector@4,789,,
get_idainfo_by_type,_get_idainfo_by_type@24,310,,
get_idasgn_desc,_get_idasgn_desc@20,95,,
get_idasgn_header_by_short_name,_get_idasgn_header_by_short_name@4,251,,
get_idasgn_qty,_get_idasgn_qty@0,1108,,
get_idasgn_title,_get_idasgn_title@12,209,,
get_idc_filename,_get_idc_filename@12,259,,
get_idc_func_body,_get_idc_func_body@12,1092,,
get_idcpath,_get_idcpath@0,487,,
get_idp_desc,_get_idp_desc@12,96,,
get_idp_name,_get_idp_name@8,242,,
get_int_type_bit,_get_int_type_bit@4,955,,
get_item_color,_get_item_color@4,774,,
get_item_end,_get_item_end@4,140,,
get_item_flag,_get_item_flag@16,425,,
get_last_const,_get_last_const@8,1023,,
get_last_serial_const,_get_last_serial_const@16,1017,,
get_last_struc_idx,_get_last_struc_idx@0,1064,,
get_loader_name,_get_loader_name@8,246,,
get_loader_name_from_dll,_get_loader_name_from_dll@4,565,,
get_long,_get_long@4,458,,
get_long_queue_name,_get_long_queue_name@4,230,,
get_mangled_name_type,_get_mangled_name_type@4,298,,
get_manual_insn,_get_manual_insn@12,659,,
get_many_bytes,_get_many_bytes@12,840,,
get_max_ascii_length,_get_max_ascii_length@12,495,,
get_member,_get_member@8,747,,
get_member_by_fullname,_get_member_by_fullname@8,265,,
get_member_by_name,_get_member_by_name@8,255,,
get_member_name,_get_member_name@12,244,,
get_member_struc,_get_member_struc@4,106,,
get_member_ti,_get_member_ti@12,504,,
get_min_spd_ea,_get_min_spd_ea@4,35,,
get_name,_get_name@16,249,,
get_name_base_ea,_get_name_base_ea@8,38,,
get_name_color,_get_name_color@8,771,,
get_name_ea,_get_name_ea@8,37,,
get_name_expr,_get_name_expr@28,793,,
get_name_value,_get_name_value@12,362,,
get_named_type,_get_named_type@36,291,,
get_named_type_size,_get_named_type_size@16,378,,
get_next_const,_get_next_const@12,1025,,
get_next_cref_from,_get_next_cref_from@8,596,,
get_next_cref_to,_get_next_cref_to@8,684,,
get_next_dref_from,_get_next_dref_from@8,600,,
get_next_dref_to,_get_next_dref_to@8,688,,
get_next_fcref_from,_get_next_fcref_from@8,598,,
get_next_fcref_to,_get_next_fcref_to@8,686,,
get_next_func,_get_next_func@4,85,,
get_next_member_idx,_get_next_member_idx@8,1068,,
get_next_serial_const,_get_next_serial_const@8,1019,,
get_next_struc_idx,_get_next_struc_idx@4,1066,,
get_nice_colored_name,_get_nice_colored_name@16,218,,
get_nlist_ea,_get_nlist_ea@4,40,,
get_nlist_idx,_get_nlist_idx@4,1070,,
get_nlist_name,_get_nlist_name@4,252,,
get_nlist_size,_get_nlist_size@0,383,,
get_node_info,_get_node_info@16,669,,
get_offbase,_get_offbase@8,330,,
get_offset_expr,_get_offset_expr@32,795,,
get_offset_expression,_get_offset_expression@28,650,,
get_op_ti,_get_op_ti@24,502,,
get_operand_immvals,_get_operand_immvals@12,859,,
get_or_guess_member_type,_get_or_guess_member_type@12,303,,
get_original_byte,_get_original_byte@4,356,,
get_original_long,_get_original_long@4,454,,
get_original_word,_get_original_word@4,150,,
get_plugin_options,_get_plugin_options@4,867,,
get_plugins,_get_plugins@0,863,,
get_pointer_object_size,_get_pointer_object_size@4,382,,
get_predef_cmt,_get_predef_cmt@16,967,,
get_predef_insn_cmt,_get_predef_insn_cmt@12,969,,
get_prev_const,_get_prev_const@12,1026,,
get_prev_func,_get_prev_func@4,86,,
get_prev_member_idx,_get_prev_member_idx@8,1069,,
get_prev_serial_const,_get_prev_serial_const@8,1020,,
get_qword,_get_qword@4,155,,
get_refinfo,_get_refinfo@12,674,,
get_reg_name,_get_reg_name@20,233,,
get_root_filename,_get_root_filename@8,261,,
get_segm_base,_get_segm_base@4,325,,
get_segm_by_name,_get_segm_by_name@4,254,,
get_segm_by_sel,_get_segm_by_sel@4,552,,
get_segm_class,_get_segm_class@12,884,,
get_segm_name,_get_segm_name@12,239,,
get_segm_para,_get_segm_para@4,57,,
get_segment_alignment,_get_segment_alignment@4,978,,
get_segment_combination,_get_segment_combination@4,652,,
get_segment_translations,_get_segment_translations@12,865,,
get_selector_qty,_get_selector_qty@0,1109,,
get_short_queue_name,_get_short_queue_name@4,231,,
get_sig_filename,_get_sig_filename@12,260,,
get_source_linnum,_get_source_linnum@4,621,,
get_sourcefile,_get_sourcefile@8,199,,
get_sp_delta,_get_sp_delta@8,61,,
get_spd,_get_spd@8,147,,
get_spoiled_reg,_get_spoiled_reg@8,433,,
get_sptr,_get_sptr@4,804,,
get_stkvar,_get_stkvar@12,735,,
get_strlist_item,_get_strlist_item@8,582,,
get_strlist_qty,_get_strlist_qty@0,1110,,
get_stroff_path,_get_stroff_path@16,483,,
get_struc,_get_struc@4,107,,
get_struc_by_idx,_get_struc_by_idx@4,1071,,
get_struc_first_offset,_get_struc_first_offset@4,936,,
get_struc_idx,_get_struc_idx@4,1062,,
get_struc_last_offset,_get_struc_last_offset@4,935,,
get_struc_next_offset,_get_struc_next_offset@8,937,,
get_struc_prev_offset,_get_struc_prev_offset@8,938,,
get_struc_qty,_get_struc_qty@0,1107,,
get_struc_size,_get_struc_size@4,373,,
get_struct_member,_get_struct_member@48,746,,
get_struct_operand,_get_struct_operand@20,137,,
get_ti,_get_ti@20,506,,
get_tilpath,_get_tilpath@8,490,,
get_true_name,_get_true_name@16,232,,
get_true_segm_name,_get_true_segm_name@12,238,,
get_type_signness,_get_type_signness@4,886,,
get_type_size,_get_type_size@12,379,,
get_typeinfo,_get_typeinfo@16,671,,
get_unk_type_bit,_get_unk_type_bit@4,954,,
get_user_idadir,_get_user_idadir@0,767,,
get_word,_get_word@4,152,,
getdspace,_getdspace@4,163,,
getn_func,_getn_func@4,82,,
getn_selector,_getn_selector@12,788,,
getsysfile,_getsysfile@16,206,,
gl_bpsize,_gl_bpsize,392,DATA,
gl_comm,_gl_comm,592,DATA,
gl_name,_gl_name,237,DATA,
gl_psize,_gl_psize,391,DATA,
gl_xref,_gl_xref,404,DATA,
grentry,_grentry,1103,DATA,
guess_func_type,_guess_func_type@20,287,,
guess_table_address,_guess_table_address@0,890,,
guess_table_size,_guess_table_size@4,374,,
guess_type,_guess_type@20,306,,
h2ti,_h2ti@36,501,,
has_external_refs,_has_external_refs@8,847,,
hidden_areas,_hidden_areas,818,DATA,
hide_name,_hide_name@4,221,,
hook_to_notification_point,_hook_to_notification_point@12,980,,
ida_checkmem,_ida_checkmem@8,577,,
idadir,_idadir@4,766,,
idaplace_t__adjust,_idaplace_t__adjust@8,1027,,
idaplace_t__beginning,_idaplace_t__beginning@8,445,,
idaplace_t__clone,_idaplace_t__clone@4,283,,
idaplace_t__compare,_idaplace_t__compare@8,318,,
idaplace_t__copyfrom,_idaplace_t__copyfrom@8,605,,
idaplace_t__ending,_idaplace_t__ending@8,441,,
idaplace_t__generate,_idaplace_t__generate@28,343,,
idaplace_t__makeplace,_idaplace_t__makeplace@16,159,,
idaplace_t__next,_idaplace_t__next@8,1040,,
idaplace_t__prev,_idaplace_t__prev@8,1052,,
idaplace_t__print,_idaplace_t__print@16,982,,
idaplace_t__touval,_idaplace_t__touval@8,539,,
idati,_idati,508,DATA,
idb2scr,_idb2scr@4,739,,
ieee_eone,_ieee_eone,282,DATA,
ieee_ezero,_ieee_ezero,679,DATA,
ieee_realcvt,_ieee_realcvt@12,1035,,
import_module,_import_module@20,212,,
import_node,_import_node,175,DATA,
inf,_inf,416,DATA,
init_database,_init_database@12,329,,
init_kernel,_init_kernel@12,551,,
init_lines_array,_init_lines_array@8,1088,,
init_loader_options,_init_loader_options@8,868,,
init_output_buffer,_init_output_buffer@8,755,,
init_plugins,_init_plugins@4,864,,
intel_data,_intel_data@4,59,,
invalidate_dbgmem_config,_invalidate_dbgmem_config@0,440,,
invalidate_dbgmem_contents,_invalidate_dbgmem_contents@8,904,,
invalidate_visea_cache,_invalidate_visea_cache@0,183,,
invoke_callbacks,_invoke_callbacks@12,856,,
invoke_plugin,_invoke_plugin@4,644,,
isChar,_isChar@8,724,,
isDefArg,_isDefArg@8,464,,
isEnabled,_isEnabled@4,120,,
isEnum,_isEnum@8,618,,
isFltnum,_isFltnum@8,625,,
isFop,_isFop@8,706,,
isLoaded,_isLoaded@4,118,,
isNum,_isNum@8,624,,
isNum0,_isNum0@4,2,,
isNum1,_isNum1@4,4,,
isOff,_isOff@8,411,,
isSeg,_isSeg@8,439,,
isStkvar,_isStkvar@8,736,,
isStroff,_isStroff@8,410,,
isVoid,_isVoid@12,128,,
is_basic_block_end,_is_basic_block_end@4,139,,
is_bnot,_is_bnot@12,990,,
is_call_insn,_is_call_insn@4,661,,
is_castable,_is_castable@8,186,,
is_database_ext,_is_database_ext@4,1039,,
is_debugger_on,_is_debugger_on@0,647,,
is_forced_operand,_is_forced_operand@8,133,,
is_ident_char,_is_ident_char@4,720,,
is_in_nlist,_is_in_nlist@4,1011,,
is_invsign,_is_invsign@12,636,,
is_lzero,_is_lzero@8,681,,
is_manual_insn,_is_manual_insn@4,658,,
is_miniidb,_is_miniidb@0,68,,
is_name_defined_locally,_is_name_defined_locally@20,1095,,
is_public_name,_is_public_name@4,213,,
is_resolved_type_array,_is_resolved_type_array@4,1086,,
is_resolved_type_bitfld,_is_resolved_type_bitfld@4,129,,
